relative_timestamp,src_ip,dst_ip,src_port,dst_port,length,inter_arrival_time,rolling_avg_length,seq_num,header_len,flags_syn,flags_ack,flags_fin,flags_rst,flags_psh,flags_urg,is_malicious
156.33672404289246,17.248.201.69,10.193.107.99,443,57852,339,0.00021910667419433594,346.1,6305,52,0,0,0,0,0,0,0
156.33676600456238,17.248.201.69,10.193.107.99,443,57852,114,4.1961669921875e-05,314.1,6592,52,0,0,0,0,0,0,0
156.33679795265198,10.193.107.99,17.248.201.69,57852,443,52,3.1948089599609375e-05,190.3,582,52,0,0,0,0,0,0,0
156.33713793754578,10.193.107.99,17.248.201.69,57852,443,1184,0.0003399848937988281,235.2,582,52,0,0,0,0,0,0,0
156.33727192878723,17.248.201.69,10.193.107.99,443,57852,52,0.00013399124145507812,235.2,6654,52,0,0,0,0,0,0,0
156.33735704421997,17.248.201.69,10.193.107.99,443,57852,83,8.511543273925781e-05,238.3,6654,52,0,0,0,0,0,0,0
156.3374469280243,10.193.107.99,17.248.201.69,57852,443,805,8.988380432128906e-05,313.6,1714,52,0,0,0,0,0,0,0
156.3374891281128,10.193.107.99,17.248.201.69,57852,443,52,4.220008850097656e-05,307.2,2467,52,0,0,0,0,0,0,0
156.33752298355103,17.248.201.69,10.193.107.99,443,57852,52,3.3855438232421875e-05,307.2,6685,52,0,0,0,0,0,0,0
156.33770513534546,17.248.201.69,10.193.107.99,443,57852,1290,0.00018215179443359375,402.3,6685,52,0,0,0,0,0,0,0
156.33774709701538,17.248.201.69,10.193.107.99,443,57852,154,4.1961669921875e-05,383.8,7923,52,0,0,0,0,0,0,0
156.3378701210022,10.193.107.99,17.248.201.69,57852,443,52,0.00012302398681640625,377.6,2467,52,0,0,0,0,0,0,0
157.34025597572327,10.193.107.99,17.248.201.128,57853,443,64,1.0023858547210693,378.8,0,64,0,0,0,0,0,0,0
157.3403069972992,17.248.201.128,10.193.107.99,443,57853,60,5.1021575927734375e-05,266.4,0,60,0,0,0,0,0,0,0
157.34033799171448,10.193.107.99,17.248.201.128,57853,443,52,3.0994415283203125e-05,266.4,1,52,0,0,0,0,0,0,0
157.34038496017456,10.193.107.99,17.248.201.128,57853,443,569,4.696846008300781e-05,315.0,1,52,0,0,0,0,0,0,0
157.3404130935669,17.248.201.128,10.193.107.99,443,57853,52,2.8133392333984375e-05,239.7,1,52,0,0,0,0,0,0,0
157.3404679298401,17.248.201.128,10.193.107.99,443,57853,1290,5.4836273193359375e-05,363.5,1,52,0,0,0,0,0,0,0
157.3404929637909,10.193.107.99,17.248.201.128,57853,443,52,2.5033950805664062e-05,363.5,518,52,0,0,0,0,0,0,0
157.34054613113403,17.248.201.128,10.193.107.99,443,57853,1290,5.316734313964844e-05,363.5,1239,52,0,0,0,0,0,0,0
157.3406000137329,17.248.201.128,10.193.107.99,443,57853,967,5.3882598876953125e-05,444.8,2477,52,0,0,0,0,0,0,0
157.3406240940094,10.193.107.99,17.248.201.128,57853,443,52,2.4080276489257812e-05,444.8,518,52,0,0,0,0,0,0,0
157.3409481048584,10.193.107.99,17.248.201.128,57853,443,145,0.00032401084899902344,452.9,518,52,0,0,0,0,0,0,0
157.340989112854,10.193.107.99,17.248.201.69,57854,443,64,4.100799560546875e-05,453.3,0,64,0,0,0,0,0,0,0
157.34110498428345,17.248.201.128,10.193.107.99,443,57853,103,0.00011587142944335938,458.4,3392,52,0,0,0,0,0,0,0
157.3411409854889,17.248.201.128,10.193.107.99,443,57853,121,3.600120544433594e-05,413.6,3443,52,0,0,0,0,0,0,0
157.34116506576538,17.248.201.69,10.193.107.99,443,57854,60,2.4080276489257812e-05,414.4,0,60,0,0,0,0,0,0,0
157.34118700027466,10.193.107.99,17.248.201.128,57853,443,52,2.193450927734375e-05,290.6,611,52,0,0,0,0,0,0,0
157.34121012687683,10.193.107.99,17.248.201.69,57854,443,52,2.3126602172851562e-05,290.6,1,52,0,0,0,0,0,0,0
157.34151601791382,10.193.107.99,17.248.201.69,57854,443,569,0.0003058910369873047,218.5,1,52,0,0,0,0,0,0,0
157.34154510498047,10.193.107.99,17.248.201.128,57853,443,52,2.9087066650390625e-05,127.0,611,52,0,0,0,0,0,0,0
157.34177708625793,10.193.107.99,17.248.201.128,57853,443,311,0.0002319812774658203,152.9,611,52,0,0,0,0,0,0,0
157.34180808067322,17.248.201.69,10.193.107.99,443,57854,52,3.0994415283203125e-05,143.6,1,52,0,0,0,0,0,0,0
157.3418629169464,17.248.201.69,10.193.107.99,443,57854,1290,5.4836273193359375e-05,266.2,1,52,0,0,0,0,0,0,0
157.34191513061523,17.248.201.69,10.193.107.99,443,57854,1290,5.221366882324219e-05,384.9,1239,52,0,0,0,0,0,0,0
157.34201908111572,10.193.107.99,17.248.201.69,57854,443,52,0.00010395050048828125,378.0,518,52,0,0,0,0,0,0,0
157.34204411506653,10.193.107.99,17.248.201.69,57854,443,52,2.5033950805664062e-05,377.2,518,52,0,0,0,0,0,0,0
157.34227013587952,17.248.201.128,10.193.107.99,443,57853,90,0.00022602081298828125,381.0,3512,52,0,0,0,0,0,0,0
157.34230995178223,10.193.107.99,17.248.201.128,57853,443,657,3.981590270996094e-05,441.5,870,52,0,0,0,0,0,0,0
157.34236598014832,17.248.201.69,10.193.107.99,443,57854,1290,5.602836608886719e-05,513.6,2477,52,0,0,0,0,0,0,0
157.34239101409912,10.193.107.99,17.248.201.69,57854,443,52,2.5033950805664062e-05,513.6,518,52,0,0,0,0,0,0,0
157.34264302253723,17.248.201.69,10.193.107.99,443,57854,1290,0.00025200843811035156,611.5,3715,52,0,0,0,0,0,0,0
157.34266996383667,10.193.107.99,17.248.201.69,57854,443,52,2.6941299438476562e-05,611.5,518,52,0,0,0,0,0,0,0
157.34278893470764,17.248.201.128,10.193.107.99,443,57853,284,0.00011897087097167969,510.9,3550,52,0,0,0,0,0,0,0
157.34282112121582,10.193.107.99,17.248.201.128,57853,443,52,3.218650817871094e-05,387.1,1475,52,0,0,0,0,0,0,0
157.34286999702454,17.248.201.69,10.193.107.99,443,57854,1116,4.887580871582031e-05,493.5,4953,52,0,0,0,0,0,0,0
157.3428931236267,10.193.107.99,17.248.201.69,57854,443,52,2.3126602172851562e-05,493.5,518,52,0,0,0,0,0,0,0
157.343101978302,10.193.107.99,17.248.201.69,57854,443,116,0.00020885467529296875,496.1,518,52,0,0,0,0,0,0,0
157.3431270122528,17.248.201.69,10.193.107.99,443,57854,52,2.5033950805664062e-05,435.6,6017,52,0,0,0,0,0,0,0
157.34327006340027,17.248.201.69,10.193.107.99,443,57854,339,0.0001430511474609375,340.5,6017,52,0,0,0,0,0,0,0
157.34330201148987,17.248.201.69,10.193.107.99,443,57854,339,3.1948089599609375e-05,369.2,6304,52,0,0,0,0,0,0,0
157.34332609176636,17.248.201.69,10.193.107.99,443,57854,114,2.4080276489257812e-05,251.6,6591,52,0,0,0,0,0,0,0
157.34334802627563,10.193.107.99,17.248.201.69,57854,443,52,2.193450927734375e-05,251.6,582,52,0,0,0,0,0,0,0
157.34366393089294,10.193.107.99,17.248.201.69,57854,443,1192,0.0003159046173095703,342.4,582,52,0,0,0,0,0,0,0
157.3438959121704,17.248.201.69,10.193.107.99,443,57854,52,0.0002319812774658203,342.4,6653,52,0,0,0,0,0,0,0
157.34393000602722,17.248.201.69,10.193.107.99,443,57854,83,3.409385681152344e-05,239.1,6653,52,0,0,0,0,0,0,0
157.34398698806763,10.193.107.99,17.248.201.69,57854,443,829,5.698204040527344e-05,316.8,1722,52,0,0,0,0,0,0,0
157.34402012825012,10.193.107.99,17.248.201.69,57854,443,52,3.314018249511719e-05,310.4,2499,52,0,0,0,0,0,0,0
157.3442759513855,17.248.201.69,10.193.107.99,443,57854,52,0.00025582313537597656,310.4,6684,52,0,0,0,0,0,0,0
157.34450697898865,17.248.201.69,10.193.107.99,443,57854,644,0.00023102760314941406,340.9,6684,52,0,0,0,0,0,0,0
157.34453892707825,10.193.107.99,17.248.201.69,57854,443,52,3.1948089599609375e-05,312.2,2499,52,0,0,0,0,0,0,0
157.34457397460938,10.193.107.99,17.248.201.69,57854,443,185,3.504753112792969e-05,319.3,2499,52,0,0,0,0,0,0,0
157.34461212158203,17.248.201.69,10.193.107.99,443,57854,52,3.814697265625e-05,319.3,7276,52,0,0,0,0,0,0,0
157.34502291679382,10.193.107.99,17.248.201.69,57854,443,801,0.0004107952117919922,280.2,2632,52,0,0,0,0,0,0,0
157.3450629711151,17.248.201.69,10.193.107.99,443,57854,52,4.00543212890625e-05,280.2,7276,52,0,0,0,0,0,0,0
157.34511494636536,17.248.201.69,10.193.107.99,443,57854,644,5.1975250244140625e-05,336.3,7276,52,0,0,0,0,0,0,0
157.34514713287354,10.193.107.99,17.248.201.69,57854,443,52,3.218650817871094e-05,258.6,3381,52,0,0,0,0,0,0,0
159.34918403625488,10.193.107.99,17.248.201.69,57854,443,91,2.0040369033813477,262.5,3381,52,0,0,0,0,0,0,0
159.34921312332153,10.193.107.99,17.248.201.69,57854,443,76,2.9087066650390625e-05,264.9,3420,52,0,0,0,0,0,0,0
159.34923100471497,17.248.201.69,10.193.107.99,443,57854,52,1.7881393432617188e-05,205.7,7868,52,0,0,0,0,0,0,0
159.34925293922424,17.248.201.69,10.193.107.99,443,57854,52,2.193450927734375e-05,205.7,7868,52,0,0,0,0,0,0,0
159.34948205947876,10.193.107.99,17.248.201.69,57854,443,52,0.00022912025451660156,192.4,3445,52,0,0,0,0,0,0,0
160.35232305526733,10.193.107.99,17.248.201.69,57855,443,64,1.0028409957885742,193.6,0,64,0,0,0,0,0,0,0
160.35235595703125,10.193.107.99,17.248.201.69,57856,443,64,3.2901763916015625e-05,119.9,0,64,0,0,0,0,0,0,0
160.3524260520935,17.248.201.69,10.193.107.99,443,57855,60,7.009506225585938e-05,120.7,0,60,0,0,0,0,0,0,0
160.35246896743774,10.193.107.99,17.248.201.69,57855,443,52,4.291534423828125e-05,61.5,1,52,0,0,0,0,0,0,0
160.3525390625,10.193.107.99,17.248.201.69,57855,443,569,7.009506225585938e-05,113.2,1,52,0,0,0,0,0,0,0
160.35258293151855,17.248.201.69,10.193.107.99,443,57856,60,4.38690185546875e-05,110.1,0,60,0,0,0,0,0,0,0
160.35262894630432,10.193.107.99,17.248.201.69,57856,443,52,4.601478576660156e-05,107.7,1,52,0,0,0,0,0,0,0
160.35267901420593,10.193.107.99,17.248.201.69,57856,443,569,5.0067901611328125e-05,159.4,1,52,0,0,0,0,0,0,0
160.35271191596985,17.248.201.69,10.193.107.99,443,57855,52,3.2901763916015625e-05,159.4,1,52,0,0,0,0,0,0,0
160.3529031276703,17.248.201.69,10.193.107.99,443,57855,1290,0.00019121170043945312,283.2,1,52,0,0,0,0,0,0,0
160.35301208496094,10.193.107.99,17.248.201.69,57855,443,52,0.00010895729064941406,282.0,518,52,0,0,0,0,0,0,0
160.35323309898376,17.248.201.69,10.193.107.99,443,57855,1290,0.00022101402282714844,404.6,1239,52,0,0,0,0,0,0,0
160.35342001914978,17.248.201.69,10.193.107.99,443,57855,1290,0.000186920166015625,527.6,2477,52,0,0,0,0,0,0,0
160.35345196723938,17.248.201.69,10.193.107.99,443,57855,434,3.1948089599609375e-05,565.8,3715,52,0,0,0,0,0,0,0
160.35359907150269,17.248.201.69,10.193.107.99,443,57855,1290,0.00014710426330566406,637.9,4097,52,0,0,0,0,0,0,0
160.3536720275879,17.248.201.69,10.193.107.99,443,57855,733,7.295608520507812e-05,705.2,5335,52,0,0,0,0,0,0,0
160.35370898246765,17.248.201.69,10.193.107.99,443,57856,52,3.695487976074219e-05,705.2,1,52,0,0,0,0,0,0,0
160.3537290096283,10.193.107.99,17.248.201.69,57855,443,52,2.002716064453125e-05,653.5,518,52,0,0,0,0,0,0,0
160.3537459373474,10.193.107.99,17.248.201.69,57855,443,52,1.6927719116210938e-05,653.5,518,52,0,0,0,0,0,0,0
160.3538110256195,17.248.201.69,10.193.107.99,443,57856,1290,6.508827209472656e-05,653.5,1,52,0,0,0,0,0,0,0
160.3539559841156,17.248.201.69,10.193.107.99,443,57856,1290,0.00014495849609375,777.3,1239,52,0,0,0,0,0,0,0
160.35397505760193,10.193.107.99,17.248.201.69,57856,443,52,1.9073486328125e-05,653.5,518,52,0,0,0,0,0,0,0
160.3539960384369,10.193.107.99,17.248.201.69,57856,443,52,2.09808349609375e-05,529.7,518,52,0,0,0,0,0,0,0
160.35417413711548,17.248.201.69,10.193.107.99,443,57856,1290,0.0001780986785888672,615.3,2477,52,0,0,0,0,0,0,0
160.3542160987854,17.248.201.69,10.193.107.99,443,57856,1290,4.1961669921875e-05,615.3,3715,52,0,0,0,0,0,0,0
160.35423493385315,10.193.107.99,17.248.201.69,57856,443,52,1.8835067749023438e-05,547.2,518,52,0,0,0,0,0,0,0
160.3544580936432,10.193.107.99,17.248.201.69,57856,443,52,0.0002231597900390625,547.2,518,52,0,0,0,0,0,0,0
160.35450196266174,10.193.107.99,17.248.201.69,57855,443,116,4.38690185546875e-05,553.6,518,52,0,0,0,0,0,0,0
160.35471200942993,17.248.201.69,10.193.107.99,443,57856,1116,0.00021004676818847656,660.0,4953,52,0,0,0,0,0,0,0
160.3547329902649,10.193.107.99,17.248.201.69,57856,443,52,2.09808349609375e-05,536.2,518,52,0,0,0,0,0,0,0
160.35475611686707,17.248.201.69,10.193.107.99,443,57855,339,2.3126602172851562e-05,441.1,6016,52,0,0,0,0,0,0,0
160.35499596595764,17.248.201.69,10.193.107.99,443,57855,339,0.00023984909057617188,469.8,6303,52,0,0,0,0,0,0,0
160.35502314567566,17.248.201.69,10.193.107.99,443,57855,114,2.7179718017578125e-05,476.0,6590,52,0,0,0,0,0,0,0
160.35511302947998,10.193.107.99,17.248.201.69,57855,443,52,8.988380432128906e-05,352.2,582,52,0,0,0,0,0,0,0
160.35516691207886,10.193.107.99,17.248.201.69,57855,443,1183,5.3882598876953125e-05,341.5,582,52,0,0,0,0,0,0,0
160.3554790019989,10.193.107.99,17.248.201.69,57856,443,116,0.0003120899200439453,347.9,518,52,0,0,0,0,0,0,0
160.35565400123596,17.248.201.69,10.193.107.99,443,57855,83,0.00017499923706054688,351.0,6652,52,0,0,0,0,0,0,0
160.35573601722717,10.193.107.99,17.248.201.69,57855,443,861,8.20159912109375e-05,425.5,1713,52,0,0,0,0,0,0,0
160.3557801246643,17.248.201.69,10.193.107.99,443,57856,339,4.410743713378906e-05,347.8,6017,52,0,0,0,0,0,0,0
160.35603308677673,17.248.201.69,10.193.107.99,443,57856,339,0.0002529621124267578,376.5,6304,52,0,0,0,0,0,0,0
160.35606813430786,17.248.201.69,10.193.107.99,443,57856,114,3.504753112792969e-05,354.0,6591,52,0,0,0,0,0,0,0
160.3562240600586,10.193.107.99,17.248.201.69,57856,443,52,0.00015592575073242188,325.3,582,52,0,0,0,0,0,0,0
160.35626792907715,10.193.107.99,17.248.201.69,57856,443,52,4.38690185546875e-05,319.1,582,52,0,0,0,0,0,0,0
160.35630297660828,10.193.107.99,17.248.201.69,57856,443,1191,3.504753112792969e-05,433.0,582,52,0,0,0,0,0,0,0
160.35653495788574,17.248.201.69,10.193.107.99,443,57856,83,0.0002319812774658203,323.0,6653,52,0,0,0,0,0,0,0
160.3567500114441,10.193.107.99,17.248.201.69,57856,443,834,0.00021505355834960938,394.8,1721,52,0,0,0,0,0,0,0
160.35677814483643,17.248.201.69,10.193.107.99,443,57855,52,2.8133392333984375e-05,391.7,6683,52,0,0,0,0,0,0,0
160.35681009292603,17.248.201.69,10.193.107.99,443,57855,712,3.1948089599609375e-05,376.8,6683,52,0,0,0,0,0,0,0
160.35707306861877,10.193.107.99,17.248.201.69,57855,443,52,0.00026297569274902344,348.1,2522,52,0,0,0,0,0,0,0
160.3570899963379,17.248.201.69,10.193.107.99,443,57856,52,1.6927719116210938e-05,319.4,6684,52,0,0,0,0,0,0,0
160.3572599887848,17.248.201.69,10.193.107.99,443,57856,644,0.00016999244689941406,372.4,6684,52,0,0,0,0,0,0,0
160.3572769165039,10.193.107.99,17.248.201.69,57856,443,52,1.6927719116210938e-05,372.4,2503,52,0,0,0,0,0,0,0
160.35729503631592,10.193.107.99,17.248.201.69,57855,443,183,1.811981201171875e-05,385.5,2522,52,0,0,0,0,0,0,0
160.3575780391693,17.248.201.69,10.193.107.99,443,57855,52,0.0002830028533935547,271.6,7343,52,0,0,0,0,0,0,0
160.35760402679443,10.193.107.99,17.248.201.69,57855,443,846,2.5987625122070312e-05,347.9,2653,52,0,0,0,0,0,0,0
160.35774898529053,17.248.201.69,10.193.107.99,443,57855,52,0.00014495849609375,269.7,7343,52,0,0,0,0,0,0,0
160.35778903961182,17.248.201.69,10.193.107.99,443,57855,713,4.00543212890625e-05,335.8,7343,52,0,0,0,0,0,0,0
160.35781002044678,17.248.201.69,10.193.107.99,443,57855,83,2.09808349609375e-05,272.9,8004,52,0,0,0,0,0,0,0
160.35812711715698,10.193.107.99,17.248.201.69,57855,443,52,0.0003170967102050781,272.9,3447,52,0,0,0,0,0,0,0
162.3612630367279,10.193.107.99,17.248.201.69,57856,443,91,2.003135919570923,276.8,2503,52,0,0,0,0,0,0,0
162.36127495765686,10.193.107.99,17.248.201.69,57856,443,76,1.1920928955078125e-05,220.0,2542,52,0,0,0,0,0,0,0
162.36128902435303,17.248.201.69,10.193.107.99,443,57856,52,1.4066696166992188e-05,220.0,7276,52,0,0,0,0,0,0,0
162.36131596565247,17.248.201.69,10.193.107.99,443,57856,52,2.6941299438476562e-05,206.9,7276,52,0,0,0,0,0,0,0
162.36133003234863,10.193.107.99,17.248.201.69,57856,443,52,1.4066696166992188e-05,206.9,2567,52,0,0,0,0,0,0,0
170.3745470046997,10.193.107.99,17.248.201.70,57849,443,83,8.013216972351074,130.6,5177,52,0,0,0,0,0,0,0
170.3745720386505,10.193.107.99,17.248.201.70,57850,443,83,2.5033950805664062e-05,133.7,3075,52,0,0,0,0,0,0,0
170.37459111213684,10.193.107.99,17.248.201.70,57851,443,83,1.9073486328125e-05,70.7,3091,52,0,0,0,0,0,0,0
170.37460613250732,10.193.107.99,17.248.201.70,57849,443,52,1.5020370483398438e-05,67.6,5208,52,0,0,0,0,0,0,0
170.37461805343628,10.193.107.99,17.248.201.70,57850,443,52,1.1920928955078125e-05,67.6,3106,52,0,0,0,0,0,0,0
170.37462997436523,10.193.107.99,17.248.201.70,57851,443,52,1.1920928955078125e-05,63.7,3122,52,0,0,0,0,0,0,0
170.3746509552002,17.248.201.70,10.193.107.99,443,57850,52,2.09808349609375e-05,61.3,7321,52,0,0,0,0,0,0,0
170.37466406822205,17.248.201.70,10.193.107.99,443,57849,52,1.3113021850585938e-05,61.3,8930,52,0,0,0,0,0,0,0
170.37467694282532,17.248.201.70,10.193.107.99,443,57849,52,1.2874603271484375e-05,61.3,8931,52,0,0,0,0,0,0,0
170.3748791217804,17.248.201.70,10.193.107.99,443,57851,52,0.000202178955078125,61.3,7321,52,0,0,0,0,0,0,0
170.37491512298584,17.248.201.70,10.193.107.99,443,57851,52,3.600120544433594e-05,58.2,7321,52,0,0,0,0,0,0,0
170.37528705596924,17.248.201.70,10.193.107.99,443,57851,52,0.0003719329833984375,55.1,7322,52,0,0,0,0,0,0,0
170.37532305717468,17.248.201.70,10.193.107.99,443,57850,52,3.600120544433594e-05,52.0,7321,52,0,0,0,0,0,0,0
170.37549114227295,17.248.201.70,10.193.107.99,443,57850,52,0.00016808509826660156,52.0,7322,52,0,0,0,0,0,0,0
170.37553310394287,10.193.107.99,17.248.201.70,57849,443,52,4.1961669921875e-05,52.0,5208,52,0,0,0,0,0,0,0
170.37556505203247,10.193.107.99,17.248.201.70,57851,443,52,3.1948089599609375e-05,52.0,3122,52,0,0,0,0,0,0,0
170.3755979537964,10.193.107.99,17.248.201.70,57850,443,52,3.2901763916015625e-05,52.0,3106,52,0,0,0,0,0,0,0
177.38882994651794,10.193.107.99,17.248.201.69,57857,443,64,7.013231992721558,53.2,0,64,0,0,0,0,0,0,0
177.38888812065125,17.248.201.69,10.193.107.99,443,57857,60,5.817413330078125e-05,54.0,0,60,0,0,0,0,0,0,0
177.38892602920532,10.193.107.99,17.248.201.69,57857,443,52,3.790855407714844e-05,54.0,1,52,0,0,0,0,0,0,0
177.3889889717102,10.193.107.99,17.248.201.69,57857,443,569,6.29425048828125e-05,105.7,1,52,0,0,0,0,0,0,0
177.38902592658997,17.248.201.69,10.193.107.99,443,57857,52,3.695487976074219e-05,105.7,1,52,0,0,0,0,0,0,0
177.3891041278839,17.248.201.69,10.193.107.99,443,57857,1290,7.82012939453125e-05,229.5,1,52,0,0,0,0,0,0,0
177.38917803764343,17.248.201.69,10.193.107.99,443,57857,1290,7.390975952148438e-05,353.3,1239,52,0,0,0,0,0,0,0
177.38921403884888,10.193.107.99,17.248.201.69,57857,443,52,3.600120544433594e-05,353.3,518,52,0,0,0,0,0,0,0
177.38924598693848,10.193.107.99,17.248.201.69,57857,443,52,3.1948089599609375e-05,353.3,518,52,0,0,0,0,0,0,0
177.38932514190674,17.248.201.69,10.193.107.99,443,57857,1290,7.915496826171875e-05,477.1,2477,52,0,0,0,0,0,0,0
177.38940596580505,17.248.201.69,10.193.107.99,443,57857,1290,8.082389831542969e-05,599.7,3715,52,0,0,0,0,0,0,0
177.38943910598755,10.193.107.99,17.248.201.69,57857,443,52,3.314018249511719e-05,598.9,518,52,0,0,0,0,0,0,0
177.38947200775146,10.193.107.99,17.248.201.69,57857,443,52,3.2901763916015625e-05,598.9,518,52,0,0,0,0,0,0,0
177.389545917511,17.248.201.69,10.193.107.99,443,57857,1117,7.390975952148438e-05,653.7,4953,52,0,0,0,0,0,0,0
177.38957810401917,10.193.107.99,17.248.201.69,57857,443,52,3.218650817871094e-05,653.7,518,52,0,0,0,0,0,0,0
177.38961601257324,10.193.107.99,17.248.201.69,57857,443,116,3.790855407714844e-05,536.3,518,52,0,0,0,0,0,0,0
177.38965702056885,17.248.201.69,10.193.107.99,443,57857,339,4.100799560546875e-05,441.2,6018,52,0,0,0,0,0,0,0
177.38999104499817,10.193.107.99,17.248.201.69,57857,443,52,0.00033402442932128906,441.2,582,52,0,0,0,0,0,0,0
177.39003896713257,17.248.201.69,10.193.107.99,443,57857,339,4.792213439941406e-05,469.9,6305,52,0,0,0,0,0,0,0
177.39007711410522,17.248.201.69,10.193.107.99,443,57857,114,3.814697265625e-05,352.3,6592,52,0,0,0,0,0,0,0
177.39028310775757,10.193.107.99,17.248.201.69,57857,443,52,0.00020599365234375,228.5,582,52,0,0,0,0,0,0,0
177.39035391807556,10.193.107.99,17.248.201.69,57857,443,1189,7.081031799316406e-05,342.2,582,52,0,0,0,0,0,0,0
177.390389919281,17.248.201.69,10.193.107.99,443,57857,83,3.600120544433594e-05,345.3,6654,52,0,0,0,0,0,0,0
177.3904619216919,10.193.107.99,17.248.201.69,57857,443,1186,7.200241088867188e-05,352.2,1719,52,0,0,0,0,0,0,0
177.3904950618744,17.248.201.69,10.193.107.99,443,57857,52,3.314018249511719e-05,352.2,6685,52,0,0,0,0,0,0,0
177.39059901237488,17.248.201.69,10.193.107.99,443,57857,910,0.00010395050048828125,431.6,6685,52,0,0,0,0,0,0,0
177.39063501358032,10.193.107.99,17.248.201.69,57857,443,52,3.600120544433594e-05,402.9,2853,52,0,0,0,0,0,0,0
177.3911371231079,10.193.107.99,17.248.201.69,57855,443,199,0.0005021095275878906,417.6,3447,52,0,0,0,0,0,0,0
177.39117693901062,17.248.201.69,10.193.107.99,443,57855,52,3.981590270996094e-05,388.9,8035,52,0,0,0,0,0,0,0
177.3912479877472,10.193.107.99,17.248.201.69,57855,443,878,7.104873657226562e-05,465.3,3594,52,0,0,0,0,0,0,0
177.39128303527832,17.248.201.69,10.193.107.99,443,57855,52,3.504753112792969e-05,465.3,8035,52,0,0,0,0,0,0,0
177.3913230895996,10.193.107.99,17.248.201.69,57855,443,183,4.00543212890625e-05,364.7,4420,52,0,0,0,0,0,0,0
177.39135694503784,17.248.201.69,10.193.107.99,443,57855,52,3.3855438232421875e-05,361.6,8035,52,0,0,0,0,0,0,0
177.39160013198853,10.193.107.99,17.248.201.69,57855,443,911,0.00024318695068359375,334.1,4551,52,0,0,0,0,0,0,0
177.39165997505188,17.248.201.69,10.193.107.99,443,57855,711,5.984306335449219e-05,400.0,8035,52,0,0,0,0,0,0,0
177.39169311523438,10.193.107.99,17.248.201.69,57855,443,52,3.314018249511719e-05,314.2,5410,52,0,0,0,0,0,0,0
177.3917269706726,17.248.201.69,10.193.107.99,443,57855,52,3.3855438232421875e-05,314.2,8694,52,0,0,0,0,0,0,0
177.39178800582886,17.248.201.69,10.193.107.99,443,57855,712,6.103515625e-05,365.5,8694,52,0,0,0,0,0,0,0
177.3918240070343,17.248.201.69,10.193.107.99,443,57855,83,3.600120544433594e-05,368.6,9354,52,0,0,0,0,0,0,0
177.3919289112091,10.193.107.99,17.248.201.69,57855,443,52,0.0001049041748046875,286.0,5410,52,0,0,0,0,0,0,0
179.39672803878784,10.193.107.99,17.248.201.69,57857,443,91,2.0047991275787354,289.9,2853,52,0,0,0,0,0,0,0
179.39681005477905,10.193.107.99,17.248.201.69,57857,443,76,8.20159912109375e-05,279.2,2892,52,0,0,0,0,0,0,0
179.3968861103058,10.193.107.99,17.248.201.69,57858,443,64,7.605552673339844e-05,280.4,0,64,0,0,0,0,0,0,0
179.3969349861145,17.248.201.69,10.193.107.99,443,57857,52,4.887580871582031e-05,194.5,7543,52,0,0,0,0,0,0,0
179.3969669342041,17.248.201.69,10.193.107.99,443,57857,52,3.1948089599609375e-05,128.6,7543,52,0,0,0,0,0,0,0
